# RST localization TSV file for a build 1.3.6rc
#
# All files with tsv extension from the following directories are read on game start (relative to game installation):
#   Mods/
#   ../../workshop/content/812040/
#
# There are two ways to tell the game to use a specific language. One is by using cmd line arg
# "--language=German" and another option is to choose from the Language dropdown in the game.
#
# The game ONLY parses lines that:
# 1. start with ':' character. These are processing directives.
# 2. have at least 3 tab separated columns. These are dictionary entries. All strings are in UTF-8 encoding.
#
# Columns:
#  * "context/comment" just gives a hint where this line is in the game, it's not imported.
#  * "key" (case-sensitive) is a phrase matched in the game. If localization context is given (use-in column), both context and key must match.
#  * "translation" is what will be shown in the game.
#  * "max-len" is a hint how many characters approximately can the translation be without truncation or overflow. Not imported.
#  * "use-in" is empty by default, but localization context ids from usable-in column can be copied here to constrain where this line will be used.
#  * "usable-in" is a list of all localization context ids that can be copied into use-in. Not imported.
#
# use-in column format examples:
#  2035575234:Menu panel.prefab - points to one particular part inside menu prefab (that part has localization context id 2035575234)
#  310402963:Menu panel.prefab  - points to a different part inside menu prefab
#  2035575234:Menu panel.prefab; 310402963:Menu panel.prefab - points to both parts in menu panel
#  2035575234; 310402963 - short version of the previous line
#  2035575234:credits button in menu; 310402963:ship label in menu - same as previous line, but it shows that what's after ':' doesn't matter
#  Beam.cs - some parts of the game don't have loc ctx id, this is an example of it, it can't be used in use-in column
#
# A localization context is a non-changing integer assigned to some particular part of the game. The integer may be
# followed by some text, separated by ':', it is there just for commenting purposes and is ignored by the game.
#
# A longer guide how to edit this file and publish it in Steam Workshop is here:
# https://steamcommunity.com/sharedfiles/filedetails/?id=2244605825

# Display name should be the first non-comment, non-empty line. It marks that all the following lines are in that language.
:displayName English

# Plurals forms are used like described here, except the separator is '|'
# https://developer.mozilla.org/en-US/docs/Mozilla/Localization/Localization_and_Plurals#Developing_with_PluralForm
:mozillaPluralRuleNumber 1

# Columns (only the translation and use-in columns should be edited):
# comment	key	translation	max-len	use-in	usable-in

Beam.cs
	DEFLECT	DEFLECT	0		Beam.cs; Projectile.cs
	OK	OK	0		DoChoiceButtons.cs; 187500:4 P chemical soup FEO 02.prefab; 187501:4 P chemical soup FEO 02.prefab; 187506:4 P chemical soup FEO 02.prefab; 4375629:1 P fuelplants Ft.prefab; 6554619:2 P guard drone TM, combat sensor4, medbay4.prefab; 15120136:Ambusher L1 Life taster.prefab; 15991816:Level 10 exit, insectoid bossfight 2.prefab; 21330170:Main quest FSM.prefab; 30187280:3 Exo wreck warp ambush.prefab; 30187281:3 Exo wreck warp ambush.prefab; 36024414:SOS3 exo, insect transport and elixir.prefab; 36894435:3 P bad vibes and superstition T.prefab; 39445538:Ambusher L2 pirates, hammerhead + Hship.prefab; 43198843:1 Pi nuclear industr militants MFE.prefab; 45230221:46 Stat recreation, F barter.prefab; 50434501:1 P chemical soup FEO.prefab; 56427528:2 P green forest OR, moon ET good nonweapons.prefab; 56427533:2 P green forest OR, moon ET good nonweapons.prefab; 61063007:Ambusher L4 Insectoids wasp + 1 small.prefab; 61413681:Ambusher L2 pirates, sstriker and arrowhead.prefab; 80831438:SOS Smuggler L6 slaver organics trader.prefab; 81219402:Merchants L1 organics trader insectoidian.prefab; 87244474:Ambushers L10 neutralites large and small.prefab; 101823349:SOS shop with rare items.prefab; 111356235:6 P beach organics.prefab; 117100109:Tutorial Battle.prefab; 118571586:Tutorial quest FSM.prefab; 119278314:4 Pi Collector trade gone bad F plus nuke.prefab; 120822205:Ambusher L4 Style guardians, redsaucer or tac.prefab; 120830087:123456 Gasgiants ideal Fx10, defsatellites, mines, moon storage.prefab; 128405819:36 P volcanic M.prefab; 133986559:Smuggler L4 explo smuggler grippy.prefab; 134018327:Spideraa asteroids 0.prefab; 136991222:5 P Ultranephrite crystals blue big M.prefab; 147440288:2 P blackmucus F,E.prefab; 156927877:Ambusher L5 slavers, 2x slaver arrowhead.prefab; 158418766:Main quest FSM.prefab; 162872568:2 Pi Freetravellers colony, FORCT, trader w engineL4.prefab; 163563721:Tutorial Cargo.prefab; 165935805:Merchants L6 fuel barter.prefab; 169128782:1 Pi jenbau, RT.prefab; 169128783:1 Pi jenbau, RT.prefab; 169128786:1 Pi jenbau, RT.prefab; 169128787:1 Pi jenbau, RT.prefab; 169128788:1 Pi jenbau, RT.prefab; 169128789:1 Pi jenbau, RT.prefab; 169128792:1 Pi jenbau, RT.prefab; 170157812:Merchants L3 fuel trader, space eel.prefab; 180742600:Ambusher L1 Rat pirate, old alone or with sstriker.prefab; 193193779:1 P chemical soup FEO.prefab; 199282322:4 Pi industrial city ritual of poisons FEr.prefab; 214360717:236 Exo warp pink long jellyf Tmo.prefab; 234186891:Ambusher L1 Rats, Royal alone.prefab; 260582162:Ambusher L5 slavers, arrow cmd +srat +bullet.prefab; 260715815:Ambusher L1 Rats, old cruiser +1small.prefab; 274341590:Merchants L1 fuel trader, gitchanki.prefab; 279431532:2 P commercial outpost, sells dual old ATK cannon.prefab; 279431533:2 P commercial outpost, sells dual old ATK cannon.prefab; 279431536:2 P commercial outpost, sells dual old ATK cannon.prefab; 279431538:2 P commercial outpost, sells dual old ATK cannon.prefab; 279431539:2 P commercial outpost, sells dual old ATK cannon.prefab; 284654583:Ambusher L1 Rats, Royal alone.prefab; 291443037:Ambusher L2 pirates, sstriker and arrowhead.prefab; 293517915:Comchannel tip.prefab; 295068400:1234 asteroids x12, anomalies, attaker jelly, mat dump-tradestore, defturret smallcannon2.prefab; 295068401:1234 asteroids x12, anomalies, attaker jelly, mat dump-tradestore, defturret smallcannon2.prefab; 302154853:7 Pi shop recreation with shield, laser or cannon offer R.prefab; 302154858:7 Pi shop recreation with shield, laser or cannon offer R.prefab; 302154859:7 Pi shop recreation with shield, laser or cannon offer R.prefab; 305850240:Ambusher L1 Rats, Royal alone.prefab; 314789423:Comchannel tip.prefab; 336084664:2 P abandoned mine M, moonT.prefab; 336084670:2 P abandoned mine M, moonT.prefab; 336132896:Main quest FSM.prefab; 345582759:Ambusher L4 Insectoids floral bird + 1 floral small.prefab; 347343755:Spideraa asteroids 0.prefab; 347343761:Spideraa asteroids 0.prefab; 347343762:Spideraa asteroids 0.prefab; 366698263:2345 shopless P Kustom junkyard Container.prefab; 366698264:2345 shopless P Kustom junkyard Container.prefab; 366698267:2345 shopless P Kustom junkyard Container.prefab; 366698269:2345 shopless P Kustom junkyard Container.prefab; 366698270:2345 shopless P Kustom junkyard Container.prefab; 367001197:Main quest FSM.prefab; 377105370:1 P cloning facility Co, possibly defsatellites.prefab; 377105373:1 P cloning facility Co, possibly defsatellites.prefab; 377105376:1 P cloning facility Co, possibly defsatellites.prefab; 385157584:Ambusher L2 Solipsist medium.prefab; 389878167:1 P chemical soup FEO.prefab; 396050451:Ambusher L4 Insectoids floral bird + 1 floral small.prefab; 424614697:Main quest FSM.prefab; 433373080:SOS6 exo, reactor or explos.prefab; 458622695:Ambusher L2 pirates, hammerhead + Hship.prefab; 462803414:Comchannel tip.prefab; 463532768:SOS Smuggler L6 slaver organics trader.prefab; 486427039:Ambusher L1 Rats, Royal alone.prefab; 493296142:Merchants L2 fuel trader githanki duo.prefab; 496828397:3 Exo friendly warp animal.prefab; 500911507:SOS hostile fleets.prefab; 508524067:5 P nanobot atmosphere R.prefab; 508524070:5 P nanobot atmosphere R.prefab; 513863562:Comchannel tip.prefab; 521099793:Main quest FSM.prefab; 533218391:Comchannel tip.prefab; 548089465:4 P red skin O.prefab; 548089470:4 P red skin O.prefab; 551369442:Comchannel tip.prefab; 557605702:2 Pi Ctulhufants TMOE.prefab; 562979664:Main quest FSM.prefab; 563443930:Ambusher L1 Rat pirate, old alone or with sstriker.prefab; 579982369:4 wr blue biotech slab ship active MTo rare weapons.prefab; 579982375:4 wr blue biotech slab ship active MTo rare weapons.prefab; 605069215:Tutorial Battle.prefab; 623936781:5 P crystals red big.prefab; 628610223:4 Pi the Family rodents, O.prefab; 628610229:4 Pi the Family rodents, O.prefab; 630040898:Ambusher L5 slavers, 2x slaver bullet.prefab; 635118119:Smuggler L3 explo and hint smuggler, redmonster.prefab; 640817469:Spideraa asteroids 0.prefab; 642783897:Main quest FSM.prefab; 642783898:Main quest FSM.prefab; 646748078:Level 2 exit, pirate sekvoia bossfight.prefab; 654775046:Ambusher L1 Rats, red cruiser +1small.prefab; 659741172:1 P Acid plants T.prefab; 676026525:Ambusher L2 pirates, kalev + sstriker.prefab; 688652051:Ambusher L2 pirates, hammerhead + Hship.prefab; 697939623:Ambusher L1 Rats, 2 or 3 small ships.prefab; 702553343:Spideraa asteroids 0.prefab; 712143863:Ambusher L2 pirates explorer and or pirate rat.prefab; 714643286:Comchannel tip.prefab; 719577576:Main quest FSM.prefab; 728284092:Ambusher L4 Insectoids floral bird + 1 floral small.prefab; 731540349:3 P wilderness reserve, O, moonMf and LRsensors.prefab; 744322771:Merchants L236 bulk DIY tech.prefab; 748407315:Ambusher L1 Rats, 2 or 3 small ships.prefab; 748929648:Ambusher L1 Rats, old cruiser +1small.prefab; 758624425:Tutorial Battle.prefab; 760882206:123 asteroidsx10 high value MFE, worm, eggs, spiders.prefab; 761521464:Level 1 exit.prefab; 765178477:Ambushers L9 sec corp medium patrol.prefab; 766435529:SOS Smuggler L6 slaver metal trader.prefab; 770285724:Main quest FSM.prefab; 771040089:45 shopless mining station in asteroids, barter ME.prefab; 771040090:45 shopless mining station in asteroids, barter ME.prefab; 778468961:Comchannel tip.prefab; 779606448:Smuggler L2 explosives smuggler, gormor.prefab; 783815638:1 P dome city broken advanced MT.prefab; 790305528:4 Exo cargo commercial, mood drugs o.prefab; 794029022:3 Pi Taodei trader T.prefab; 794029023:3 Pi Taodei trader T.prefab; 794100187:Ambushers L9 sec corp heavy patrol.prefab; 797417523:356 wr. digested ship, warp jellyfish attack.prefab; 807119096:1 Stat AMBUSH drones or traders.prefab; 807119101:1 Stat AMBUSH drones or traders.prefab; 808373012:4 Pi Freetravellers colony2, FORCT trader w warp4.prefab; 833118331:Main quest FSM.prefab; 834200403:Tutorial Cargo.prefab; 850855250:4 P ordinary sand or psy party T.prefab; 850855251:4 P ordinary sand or psy party T.prefab; 853709330:3 P lost alien fuelpod F.prefab; 857421327:Ambusher L7 Squid assasnik.prefab; 857771213:Tutorial Exit warpgate.prefab; 861582459:3 P Deep fissure with metal.prefab; 861582460:3 P Deep fissure with metal.prefab; 863648223:5 Pi nuclear digital militants MFE 2.prefab; 868199669:3 P abyss MF, maybe satellite.prefab; 868199674:3 P abyss MF, maybe satellite.prefab; 871136450:1 P oretree exo.prefab; 873363240:Ambusher L4 Style guardians, redsaucer or tac.prefab; 873580740:3 Earth outpost.prefab; 878348485:2 P armored station TM orbital mines.prefab; 880978852:5 P treestump with hostile nanobots.prefab; 882832050:13 Exo lifepod, Co3.prefab; 883647302:1 P nuclear war ruins MFt, moonTm.prefab; 883647308:1 P nuclear war ruins MFt, moonTm.prefab; 889711566:Ambusher L1 Rats, Royal alone.prefab; 906055881:Ambusher L2 pirates, kalev + sstriker.prefab; 911645118:356 wr. blue biotech cone ship active MTo rare weapons.prefab; 917532603:Main quest FSM.prefab; 933590328:123456 P Gas giants revisitable.prefab; 933590329:123456 P Gas giants revisitable.prefab; 941442594:5 P chobium ore M, -F.prefab; 941442595:5 P chobium ore M, -F.prefab; 949521107:Warpgate worm.prefab; 961354279:SOS2 exo, contaminated lizardman.prefab; 961354280:SOS2 exo, contaminated lizardman.prefab; 966721180:2 P science outpost C.prefab; 966721181:2 P science outpost C.prefab; 966721186:2 P science outpost C.prefab; 999105392:Level 10 exit, insectoid bossfight 2.prefab; 1004755088:Ambushers L6 squid patrol 1 medium.prefab; 1011445502:Comchannel tip.prefab; 1013235802:Smuggler L6 slaver organics trader.prefab; 1016844172:5 P precursor rings coverting exotics to fuel.prefab; 1017819452:Smuggler L3 explo and hint smuggler, redmonster.prefab; 1022744480:SOS5 exo, spare parts and explos.prefab; 1029353946:Ambusher L2 pirates, sstriker and arrowhead.prefab; 1070455189:56 Exo anomaly static monolith AMBUSH.prefab; 1080640950:Ambusher L1 Rats, 2 or 3 small ships.prefab; 1080640953:Ambusher L1 Rats, 2 or 3 small ships.prefab; 1080640957:Ambusher L1 Rats, 2 or 3 small ships.prefab; 1094056766:Ambushers L9 Shokar Bossfight.prefab; 1106092738:P precursor tech MT, possibly dysfunctional visited icon.prefab; 1114533793:Ambusher L1 Style guardians, redsaucer.prefab; 1117363260:SOS shop with fuel only tanker.prefab; 1117474095:245 Exo lifepod, Co2.prefab; 1119608080:36 P volcanic M.prefab; 1133264055:SOS hostile fleets.prefab; 1143168966:Smuggler L2 explosives smugglers, gormor duo.prefab; 1144475545:SOS Ambusher L4 Insectoid hunters.prefab; 1149136856:SOS Smuggler L6 slaver metal trader.prefab; 1161991126:SOS Smuggler, explosives and exceptions.prefab; 1162307781:Smuggler L2 explosives smuggler, gormor.prefab; 1165001485:Ambusher L1 Style guardians, redsaucer.prefab; 1168694196:P ocean wasteland, salvageable selfdestruct sys.prefab; 1168694197:P ocean wasteland, salvageable selfdestruct sys.prefab; 1185819496:46 Exo warplife single jellyfish Tmo.prefab; 1190846976:2 P abandoned mine, metallic dust storms ME.prefab; 1194943237:SOS Ambusher L4 Insectoid hunters.prefab; 1201223506:356 wr. blue biotech cone ship active MTo rare weapons.prefab; 1201223507:356 wr. blue biotech cone ship active MTo rare weapons.prefab; 1212248921:1 P exotics mine, guarded by satellites M.prefab; 1212248924:1 P exotics mine, guarded by satellites M.prefab; 1212248926:1 P exotics mine, guarded by satellites M.prefab; 1212248927:1 P exotics mine, guarded by satellites M.prefab; 1217455695:4 Exo mithrallium asteroid, -F+M.prefab; 1220939972:Merchants L3 metal trader beedroid.prefab; 1222217176:Spideraa asteroids 0.prefab; 1233934117:3 Earth outpost.prefab; 1248449592:4 Exo static anomaly baby.prefab; 1251957307:236 Exo warp pink long jellyf attack Tmo.prefab; 1252000736:3 Earth outpost.prefab; 1252626988:Main quest FSM.prefab; 1273992610:Main quest FSM.prefab; 1273992617:Main quest FSM.prefab; 1277092692:Ambushers L9 sec corp light patrol.prefab; 1283220061:Ambusher L4 Insectoid bluebios, holy injustice.prefab; 1290059779:Pint primitive milciv, SOS signal and exo trade.prefab; 1292911522:3 Exo friendly warp animal.prefab; 1301090430:4 P fuel lake Fo.prefab; 1309851981:1 wr. online ship, turrets PD terran3, PD G1, combatsensor2.prefab; 1316764141:5 P primcyanide life, E.prefab; 1320817130:Main quest FSM.prefab; 1322272724:Ambusher L5 slavers, arrow cmd + arrowhead.prefab; 1328905724:tester ambuser.prefab; 1333687753:Ambusher L4 Insectoid bluebios, holy injustice.prefab; 1337049816:Ambushers L10 neutralites 2 medium.prefab; 1351685431:Main quest FSM.prefab; 1387582047:SOS Ambusher Life taster 2.prefab; 1388316479:2 Pi pyramid refugee colony FOC trade mlaser4, stinger2.prefab; 1388316480:2 Pi pyramid refugee colony FOC trade mlaser4, stinger2.prefab; 1388316482:2 Pi pyramid refugee colony FOC trade mlaser4, stinger2.prefab; 1388316485:2 Pi pyramid refugee colony FOC trade mlaser4, stinger2.prefab; 1394839601:Ambusher L4 Insectoids smallbeetle + 1or2 scarabeus.prefab; 1395937132:Smuggler L6 slaver organics trader.prefab; 1398739598:Main quest FSM.prefab; 1408201055:Ambusher L2 pirates 2 pirate guardians, Decoy.prefab; 1414289933:Ambusher L1 Rats, red cruiser +1small.prefab; 1414518038:Main quest FSM.prefab; 1420349957:Ambushers L6 squid patrol 1 scout.prefab; 1423012835:4 Exo lifepod, Co1.prefab; 1424975222:6 Pi Stat AMBUSH drones.prefab; 1424975227:6 Pi Stat AMBUSH drones.prefab; 1435986548:Ambusher L2 pirates, DECOY ships.prefab; 1445307293:Ambusher L4 Insectoids smallbeetle + 1or2 scarabeus.prefab; 1455035401:1 P Noncarbon life, metal mining and animal attacks.prefab; 1455035406:1 P Noncarbon life, metal mining and animal attacks.prefab; 1455035407:1 P Noncarbon life, metal mining and animal attacks.prefab; 1465171891:1 Pi dome city, Playii TMO.prefab; 1465171892:1 Pi dome city, Playii TMO.prefab; 1465173471:2 Pi Trader planet x3, PECM2or3, warp3, LRsensor3.prefab; 1465173476:2 Pi Trader planet x3, PECM2or3, warp3, LRsensor3.prefab; 1465173477:2 Pi Trader planet x3, PECM2or3, warp3, LRsensor3.prefab; 1469060805:SOS ambusher, slaver intruders.prefab; 1470197391:Comchannel tip.prefab; 1471153350:Main quest FSM.prefab; 1488372521:3 P self-destructing warp beacon.prefab; 1495177543:2 Pi Ctulhufants TMOE.prefab; 1497235116:Ambusher L1 Style guardians, redsaucer.prefab; 1501539889:2456 shop, P KUSTOM Repair, packs.prefab; 1501539890:2456 shop, P KUSTOM Repair, packs.prefab; 1501539895:2456 shop, P KUSTOM Repair, packs.prefab; 1501539896:2456 shop, P KUSTOM Repair, packs.prefab; 1506228708:5 P ruins and nanobot printers MTr.prefab; 1507947509:123456 Gasgiants ideal Fx10, defsatellites, mines, moon storage.prefab; 1515965382:SOS hostile fleets.prefab; 1515965385:SOS hostile fleets.prefab; 1525870299:Smuggler L2 explosives smugglers, gormor duo.prefab; 1531029181:5 Pi carniplants Rom.prefab; 1531029182:5 Pi carniplants Rom.prefab; 1544692459:SOS Smuggler, explosives and exceptions.prefab; 1558344933:Main quest FSM.prefab; 1565334312:Ambusher L1 Rats, red cruiser +1small.prefab; 1570784330:2 Pi digital-era militarized, sensor disruptors MFE.prefab; 1572620920:Ambusher L2 Pirate Bluestar.prefab; 1584948481:4 P command center with potential nuke.prefab; 1587414111:Main quest FSM.prefab; 1589251274:3 Pi Shop Dark Market mlaser3,medbay,combat sensors3,jammer3, automaticPD2.prefab; 1589251275:3 Pi Shop Dark Market mlaser3,medbay,combat sensors3,jammer3, automaticPD2.prefab; 1589251278:3 Pi Shop Dark Market mlaser3,medbay,combat sensors3,jammer3, automaticPD2.prefab; 1589251279:3 Pi Shop Dark Market mlaser3,medbay,combat sensors3,jammer3, automaticPD2.prefab; 1589251280:3 Pi Shop Dark Market mlaser3,medbay,combat sensors3,jammer3, automaticPD2.prefab; 1589251281:3 Pi Shop Dark Market mlaser3,medbay,combat sensors3,jammer3, automaticPD2.prefab; 1589251284:3 Pi Shop Dark Market mlaser3,medbay,combat sensors3,jammer3, automaticPD2.prefab; 1600274545:Ambushers L6 squid patrol 2 scouts.prefab; 1602044984:Main quest FSM.prefab; 1607089437:123456789 Gasgiants violent Fx10m wrecksx5.prefab; 1608107673:Smuggler L2 explosives smuggler, gormor.prefab; 1611272231:4 Pi Yu-Ee colony, FO,Repair,trade Shield4,Warp4.prefab; 1615802004:Ambusher L1 Rats, red cruiser +1small.prefab; 1639459280:Ambusher L1 Rats, red cruiser +1small.prefab; 1640232241:Comchannel tip.prefab; 1649226453:Ambusher L1 Rats, Royal alone.prefab; 1663161253:Main quest FSM.prefab; 1665852792:Ambusher L3 Squid bounty hunter.prefab; 1665921390:Ambusher L4 Insectoid bluebios, holy injustice.prefab; 1668764258:Merchants L47 bulk tech.prefab; 1676921357:1 wr. online ship, turrets PD terran3, PD G1, combatsensor2.prefab; 1677452803:3 P nat picturesque iron piles T.prefab; 1690676082:Ambusher L2 pirates, rat pirates + slavers, intruderspawn.prefab; 1692892373:Warpgate worm.prefab; 1694385833:Smuggler L6 slaver metal trader.prefab; 1707937937:Warpgate empty.prefab; 1712980213:Ambusher L2 pirates 3 smalls.prefab; 1715276440:Comchannel tip.prefab; 1727791280:Unlock item panel.prefab; 1728261180:Comchannel tip.prefab; 1729493260:Main quest FSM.prefab; 1735196927:1P FOODx19, sh unique warp mushrooms.prefab; 1735196928:1P FOODx19, sh unique warp mushrooms.prefab; 1735196930:1P FOODx19, sh unique warp mushrooms.prefab; 1740091548:3 Exo refuelling station, looted.prefab; 1741755690:4 Exo warp dome jellyf swarm attack R.prefab; 1762911034:4 wr blue biotech slab ship active MTo rare weapons.prefab; 1775338090:Merchants L4 organics trader redmonster.prefab; 1777265773:Merchants L2 metal trader techum duo.prefab; 1777540931:Ambusher L4 Insectoids smallbeetle + 1or2 scarabeus.prefab; 1777540935:Ambusher L4 Insectoids smallbeetle + 1or2 scarabeus.prefab; 1783132170:SOS Merchants L2 bulk tech trader.prefab; 1791092345:SOS7 exo, drones and reactor.prefab; 1793056416:3 P warp tree crystal and visions T.prefab; 1803616883:Spideraa asteroids 0.prefab; 1825845327:Ambusher L4 Insectoids wasp + 1 small.prefab; 1831556067:Ambusher L5 slavers, 3x slaver bullet.prefab; 1842348379:4 P volcano planet and synthetics M.prefab; 1842348380:4 P volcano planet and synthetics M.prefab; 1844880482:Merchants L1 metal trader, techum.prefab; 1847648868:Ambushers L9 Shokar Bossfight.prefab; 1854801279:Ambusher design template.prefab; 1855163705:Ambusher L2 pirates, DECOY ships.prefab; 1856171436:780 Exo anomaly metal fluid.prefab; 1869215384:6 Exo warplife in wreck, exotics.prefab; 1869215385:6 Exo warplife in wreck, exotics.prefab; 1869831801:Merchants L2 organics trader mantis.prefab; 1870524739:Choice panel.prefab; 1876313019:Ambusher L4 Insectoids wasp + 1 small.prefab; 1884329493:4 P precursor tech cave MoT, good weaponsx3.prefab; 1884329494:4 P precursor tech cave MoT, good weaponsx3.prefab; 1884329499:4 P precursor tech cave MoT, good weaponsx3.prefab; 1884329500:4 P precursor tech cave MoT, good weaponsx3.prefab; 1885430313:Tutorial Exit warpgate.prefab; 1885604530:Ambusher L4 Style guardians, redsaucer or tac.prefab; 1898768874:Smuggler L4 explo smuggler grippy.prefab; 1900119122:3 Earth outpost.prefab; 1900529002:1 P cussian library M.prefab; 1900756196:Main quest FSM.prefab; 1904354438:Tutorial quest FSM.prefab; 1932071812:46 Exo warplife approaching worm Tmo.prefab; 1933085138:Main quest FSM.prefab; 1936072222:Ambusher L4 Style guardians, redsaucer or tac.prefab; 1936100474:3 P mineral surface outcrops3 M, guarded by satellites m.prefab; 1936100475:3 P mineral surface outcrops3 M, guarded by satellites m.prefab; 1936100477:3 P mineral surface outcrops3 M, guarded by satellites m.prefab; 1940939106:dlc2/1 Pi Capitaalo planet, want exotics.prefab; 1948035640:Ambusher L1 Rats, red cruiser +1small.prefab; 1951490523:34 P Public convertor x3 MFO.prefab; 1951490528:34 P Public convertor x3 MFO.prefab; 1951490529:34 P Public convertor x3 MFO.prefab; 1954419643:4 P shielded artifact TM-f.prefab; 1962822414:Ambushers L6 squid patrol.prefab; 1969263235:3 P 2xExotics balloon or tentacle plants.prefab; 1969263236:3 P 2xExotics balloon or tentacle plants.prefab; 1969263241:3 P 2xExotics balloon or tentacle plants.prefab; 1972835993:Merchants L4 fuel trader gitchanki.prefab; 1976026247:Merchants L3 organics trader, redmonster.prefab; 1979735833:Ambusher L1 Rats, old cruiser +1small.prefab; 1979735834:Ambusher L1 Rats, old cruiser +1small.prefab; 1980139305:Main quest FSM.prefab; 1983130582:Main quest FSM.prefab; 1983130583:Main quest FSM.prefab; 1988998357:Merchants L4 metal trader techum.prefab; 1990492351:SOS Smuggler, explosives and exceptions.prefab; 1995917745:Main quest FSM.prefab; 2016252054:3 Pi primitive energy people TEm-f.prefab; 2019591264:SOS Ambusher L2 pirates with decoy ship.prefab; 2023095230:2 Pi white cavepeople M, want fuel.prefab; 2029784194:Ambusher L1 Rats, old cruiser +1small.prefab; 2038206700:1 wr. online ship, turrets PD terran3, PD G1, combatsensor2.prefab; 2038206701:1 wr. online ship, turrets PD terran3, PD G1, combatsensor2.prefab; 2040638537:Level 1 exit.prefab; 2040639624:Level 2 exit, pirate sekvoia bossfight.prefab; 2040642629:Level 5 exit, lair bossfight.prefab; 2040643716:Level 6 exit, slaver boarders.prefab; 2040650118:Level 4 exit, insectoid bossfight.prefab; 2046877635:5 P volcanic EF.prefab; 2051957855:Tutorial quest FSM.prefab; 2062372284:Ambusher L2 pirates 1 or 2 pirate old arrowheads.prefab; 2066178701:4 P titanium ore M,-F.prefab; 2066178702:4 P titanium ore M,-F.prefab; 2074914108:2 P abandoned industrial wasteland with ship carcass M.prefab; 2077087160:Smuggler L6 slaver metal trader.prefab; 2080184583:23 7x Pi Dark Market2 ATKold3, matconvertors, hydrophonics1b.prefab; 2080184584:23 7x Pi Dark Market2 ATKold3, matconvertors, hydrophonics1b.prefab; 2080184587:23 7x Pi Dark Market2 ATKold3, matconvertors, hydrophonics1b.prefab; 2080184588:23 7x Pi Dark Market2 ATKold3, matconvertors, hydrophonics1b.prefab; 2080184589:23 7x Pi Dark Market2 ATKold3, matconvertors, hydrophonics1b.prefab; 2080184590:23 7x Pi Dark Market2 ATKold3, matconvertors, hydrophonics1b.prefab; 2080184593:23 7x Pi Dark Market2 ATKold3, matconvertors, hydrophonics1b.prefab; 2080251886:Ambusher L1 Rats, old cruiser +1small.prefab; 2080332017:Main quest FSM.prefab; 2085193061:Ambusher L2 pirates, DECOY ships.prefab; 2088951449:Spideraa asteroids 0.prefab; 2094518901:Ambusher L1 Solipsist small.prefab; 2096444822:Ambushers L10 neutralites 3 smalls.prefab; 2098405175:38 P jellyfish colony.prefab; 2098405176:38 P jellyfish colony.prefab; 2100360976:4 Pi Shop nukes in dark tower.prefab; 2100360977:4 Pi Shop nukes in dark tower.prefab; 2101896747:Comchannel tip.prefab; 2119083020:123456 Gasgiants ideal Fx10, defsatellites, mines, moon storage.prefab; 2121934998:Results panel.prefab; 2123200866:SOS4 exo, gitchanki miners broken warp and packs.prefab; 2126907386:Main quest FSM.prefab; 2132731203:25 Exo debris, capmissile attack or artifact.prefab; 2139855370:3 P shipwreck 4mt, maybe defsattelites.prefab; 2139855373:3 P shipwreck 4mt, maybe defsattelites.prefab; 2140529864:Comchannel tip.prefab; 2146430186:Tutorial Cargo.prefab

GameVictoryPanel.cs
	Pets taken care of: {0}	Pets taken care of: {0}	0		GameVictoryPanel.cs
	Friends met: {0}	Friends met: {0}	0		GameVictoryPanel.cs
	Lovers met: {0}	Lovers met: {0}	0		GameVictoryPanel.cs
	Demoralization due to Excess overcome {0} times	Demoralization due to Excess overcome {0} times	0		GameVictoryPanel.cs
	Demoralization by Greed overcome {0} times	Demoralization by Greed overcome {0} times	0		GameVictoryPanel.cs
	Demoralization by Defeat overcome {0} times	Demoralization by Defeat overcome {0} times	0		GameVictoryPanel.cs
	Hope of External Help experienced at least {0} times	Hope of External Help experienced at least {0} times	0		GameVictoryPanel.cs
	Fear of Loss personally confronted {0} times	Fear of Loss personally confronted {0} times	0		GameVictoryPanel.cs
	Moments of natural beauty enjoyed {0} times	Moments of natural beauty enjoyed {0} times	0		GameVictoryPanel.cs
	Time streched {0} times	Time streched {0} times	0		GameVictoryPanel.cs
	Time for the most valuable thing in the world taken {0} times	Time for the most valuable thing in the world taken {0} times	0		GameVictoryPanel.cs
	FINAL SCORE: {0} fate	FINAL SCORE: {0} fate	0		GameVictoryPanel.cs

MothershipSelection.cs
	No playable ships available. Broken install?	No playable ships available. Broken install?	0		MothershipSelection.cs
	Default name:	Default name:	0		MothershipSelection.cs; PerksSelection.cs
	Available only in challenging/hardcore difficulties	Available only in challenging/hardcore difficulties	0		MothershipSelection.cs

MultiCrewAction.cs
	AI assigned skills to crew where it could	AI assigned skills to crew where it could	0		MultiCrewAction.cs

PerksSelection.cs
	Fate gained from previous run: +{0}	Fate gained from previous run: +{0}	0		PerksSelection.cs
	sector starting bonus: +{0}	sector starting bonus: +{0}	0		PerksSelection.cs
	First run bonus: +{0}	First run bonus: +{0}	0		PerksSelection.cs
	Permanent perks: +{0}	Permanent perks: +{0}	0		PerksSelection.cs
plural	fate point|fate points	fate point|fate points	0		PerksSelection.cs; PerksSelection.cs; PerksSelection.cs; PerksSelection.cs

SectorSelection.cs
	No playable sectors available. Broken install?	No playable sectors available. Broken install?	0		SectorSelection.cs

ShipAction.cs
